# ================================================================================================
# This file contains the simulated magnetisation and heat capacity per reduced temperature.
# The simualtion ran for 14.371661193333178 minutes.
# Simulation parameters:
# TEMPERATURE_STEPS = 51
# SIMULATION_BATCH_COUNT = 3
# BATCH_CPU_CORE_LIMIT = 14
# INITIAL_DOWN_PROBABILITY = 0.5
# SIMULATION_SWEEP_COUNT = 1300
# EQUILIBRATION_SWEEP_COUNT = 1000
# TEMPERATURE_RANGE = array([2. , 2.5])
# LATTICE_SIDE_SIZE = 50
# ITERATIONS_PER_SWEEP = 20000
# RANDOMNESS_SEED = 51
# DATA_PATH = './data'
# FIGURE_PATH = './figures'
# SAVE_DATA = True
# SAVE_FIGURE = True
# ================================================================================================
#
temps,abs_magnetisation,Heat Capacity
2.0,0.9090533333333328,1742.4929333338514
2.01,0.9067573333333337,1752.5913384987277
2.02,0.9056640000000009,2031.2344105694206
2.03,0.9020346666666661,1966.4862853579307
2.04,0.8984186666666668,2071.6666239476713
2.05,0.8944053333333338,1877.6998453298743
2.06,0.8885360000000011,2018.6507891623387
2.07,0.8858213333333327,1894.2126589240506
2.08,0.8768586666666665,2144.3324704155434
2.09,0.8760826666666662,2335.952829732214
2.1,0.8709893333333334,2146.7258856131325
2.11,0.8697413333333343,2350.5837594751074
2.12,0.8626800000000004,2394.059530873613
2.13,0.836413333333333,2840.9520940634548
2.14,0.8380159999999994,2651.0932153224717
2.15,0.8406986666666653,3108.7136013458517
2.16,0.8078453333333331,2913.018251790883
2.17,0.8178079999999996,2831.4953858064873
2.18,0.8023866666666667,2950.056916271772
2.19,0.8054506666666661,2803.248417116553
2.2,0.795237333333333,3521.791147841678
2.21,0.789218666666667,2989.9442044366738
2.22,0.7435306666666657,4194.492835177488
2.23,0.2393706666666665,3373.55707043278
2.24,0.7246160000000003,4588.591269841386
2.25,0.6494453333333328,4180.580995335623
2.26,0.7155893333333337,3358.8183534772384
2.27,0.6757306666666666,3183.3701928364594
2.2800000000000002,0.24359199999999975,3890.4338428920782
2.29,0.3685786666666663,3868.1904616613283
2.3,0.3470906666666665,5226.891963873301
2.31,6.133333333353532e-05,4414.047679432998
2.32,0.5262880000000006,3700.0827057736724
2.33,0.4262293333333333,5202.4019598814275
2.34,0.11783733333333321,3046.1951120525187
2.35,0.06930399999999996,3082.7693254865258
2.36,0.13367199999999987,3691.1128985922164
2.37,0.06789333333333329,3943.1306394787875
2.38,0.3166480000000002,3271.4097403668848
2.39,0.17377066666666677,2930.49012136036
2.4,0.18988000000000027,2485.008518518105
2.41,0.02807733333333328,3144.8780840553627
2.42,0.3083599999999999,2557.3528219836485
2.43,0.06338666666666669,2427.0919556450094
2.44,0.08221066666666667,2429.242407954633
2.45,0.048087999999999964,2144.5967883752896
2.46,0.038474666666666664,2116.0646881266734
2.47,0.04669066666666667,1939.9553508498984
2.48,0.028565333333333325,2258.1668111919244
2.49,0.06122666666666672,2305.9515097426342
2.5,0.03072800000000002,2477.661752889006
