# ================================================================================================
# This file contains the simulated magnetisation and heat capacity per reduced temperature.
# The simualtion ran for 20.311746550000194 minutes.
# Simulation parameters:
# TEMPERATURE_STEPS = 76
# SIMULATION_BATCH_COUNT = 6
# BATCH_CPU_CORE_LIMIT = 7
# INITIAL_DOWN_PROBABILITY = 0.5
# SIMULATION_SWEEP_COUNT = 1500
# EQUILIBRATION_SWEEP_COUNT = 1000
# TEMPERATURE_RANGE = array([1.5, 3. ])
# LATTICE_SIDE_SIZE = <function <lambda> at 0x000001F1943237F0>
# ITERATIONS_PER_SWEEP = 50
# RANDOMNESS_SEED = 27000
# DATA_PATH = 17
# FIGURE_PATH = './data'
# SAVE_DATA = './figures'
# SAVE_FIGURE = True
# ================================================================================================
#
temps,abs_magnetisation,Heat Capacity
1.5,0.9716813714285708,686.652690285531
1.5841474992142708,0.9808928380952378,611.5151998600495
1.6418648488018257,0.9759780952380946,708.0022862699097
1.6868257944024463,0.9666472380952377,1025.5508598513381
1.72417405439795,0.9673298666666663,899.6326418227259
1.7564328507339404,0.9631505523809522,980.2879537567026
1.785037068659419,0.9559406857142855,1177.0134609901866
1.810884681006102,0.9545999999999998,1174.3954235046226
1.8345770242155564,0.9511643428571429,1189.5500203255156
1.8565375878022898,0.947207961904762,1265.8784076102647
1.877076576667935,0.943120304761905,1342.7657586931618
1.8964284708739756,0.9389749714285719,1386.75598625965
1.9147751531746706,0.9349591238095242,1471.2702167037567
1.932260778987807,0.9305334857142858,1499.2719212849001
1.9490017754228497,0.9265635428571434,1580.4652488643674
1.9650936312882166,0.9219939047619051,1669.307694846587
1.98061583304931,0.9175025523809528,1707.3333350433443
1.995635331413428,0.9129420571428575,1768.5362889362198
2.01020917316822,0.9080769142857147,1889.290073234938
2.0243864611727425,0.9027588571428573,1919.533600632376
2.0382098733396026,0.8976733333333331,1999.4058687427716
2.05171680293024,0.8918921142857142,2102.5764126899576
2.064940300894068,0.8860799238095238,2166.9595339486077
2.0779097951088725,0.8797434666666665,2291.3554052562827
2.0906516990715702,0.8735319619047617,2335.4477467373413
2.1031898741884567,0.8666547047619046,2408.7653596910823
2.115546032822528,0.8594723809523811,2492.191401844682
2.1277400731797327,0.852533714285714,2567.459343857125
2.139790351132475,0.8436988190476191,2761.919508581335
2.151713908155389,0.8364232761904762,2754.2288413344295
2.163526686217986,0.8265462476190475,2870.620368747628
2.175243684959283,0.8132136380952381,3182.561286898699
2.186879127763349,0.8009593142857141,3274.0945653573963
2.1984465879317376,0.7847840380952383,3414.1649794689206
2.2099591094037248,0.7707620571428571,3566.541535252462
2.2214293211446403,0.7484268190476192,3927.526211283177
2.232869531300832,0.7359281523809522,4030.6954952361093
2.244291829201301,0.6873345904761903,4353.039606761493
2.255708170798694,0.6199990857142859,4608.449027102495
2.2671304686991625,0.6026724571428571,4804.809183863962
2.278570678855355,0.5216845333333333,5211.311847482809
2.2900408905962704,0.476723580952381,4906.75356829036
2.3015534120682575,0.4382390476190478,4704.976044121857
2.3131208722366465,0.33645394285714275,4628.352167450669
2.3247563150407125,0.23430011428571426,4281.789832084468
2.336473313782009,0.18133916190476196,4020.311925164183
2.3482860918446065,0.1560253714285714,3693.6333480908793
2.36020964886752,0.1436064380952381,3494.0683077928807
2.3722599268202624,0.09481310476190478,3281.1988198963463
2.384453967177467,0.09132198095238095,2987.5135020928556
2.396810125811539,0.06120613333333333,2878.068060289935
2.4093483009284253,0.06047466666666667,2723.839275737582
2.422090204891123,0.04736780952380952,2627.4912484747224
2.435059699105928,0.04889230476190477,2524.2312365814596
2.4482831970697565,0.0404640380952381,2449.8568469959628
2.4617901266603934,0.029358361904761904,2375.974357160748
2.4756135388272535,0.03218175238095239,2228.773729052491
2.489790826831776,0.028638438095238097,2207.492729437461
2.504364668586568,0.027165028571428572,2124.0605294821685
2.519384166950686,0.0186680380952381,2065.609203421939
2.5349063687117788,0.018023733333333333,1980.856982980726
2.5509982245771456,0.017878895238095237,1904.8807414355347
2.567739221012188,0.018736533333333336,1864.6610877610815
2.5852248468253247,0.014822857142857143,1807.7033347014801
2.6035715291260195,0.013074019047619047,1734.4223181700104
2.6229234233320597,0.010102514285714284,1689.5720825621854
2.6434624121977044,0.010010628571428573,1641.8470850390395
2.665422975784437,0.009024152380952381,1569.2778293416413
2.6891153189938914,0.006725828571428573,1497.7385456534003
2.714962931340574,0.009055047619047617,1461.6293739660348
2.743567149266052,0.00736121904761905,1396.8465680225647
2.7758259456020444,0.007809333333333333,1317.8772832090392
2.8131742055975475,0.00636822857142857,1279.3644224944203
2.8581351511981645,0.005204761904761904,1211.4284499371643
2.9158525007857237,0.004762361904761905,1124.027464922843
3.0,0.00531512380952381,992.65885595767
