# ================================================================================================
# This file contains the simulated magnetisation and heat capacity per reduced temperature.
# The simualtion ran for 9.834500644999935 minutes.
# Simulation parameters:
# TEMPERATURE_STEPS = 51
# SIMULATION_BATCH_COUNT = 6
# BATCH_CPU_CORE_LIMIT = 7
# INITIAL_DOWN_PROBABILITY = 0.5
# SIMULATION_SWEEP_COUNT = 1500
# EQUILIBRATION_SWEEP_COUNT = 1000
# TEMPERATURE_RANGE = array([2. , 2.5])
# LATTICE_SIDE_SIZE = 50
# ITERATIONS_PER_SWEEP = 20000
# RANDOMNESS_SEED = 17
# DATA_PATH = './data'
# FIGURE_PATH = './figures'
# SAVE_DATA = True
# SAVE_FIGURE = True
# ================================================================================================
#
temps,abs_magnetisation,Heat Capacity
2.0,0.9113843047619051,1804.139508190454
2.01,0.9078753904761906,1831.2689561432046
2.02,0.9043576380952382,1907.9308183605212
2.03,0.9009140952380953,1918.7112551698553
2.04,0.8968878476190475,2018.7967972025638
2.05,0.892606361904762,2056.4026849324487
2.06,0.8888041904761905,2110.7984677879713
2.07,0.8840012190476192,2217.5099793404365
2.08,0.8792389333333334,2235.540065511486
2.09,0.8742878095238092,2266.33066075376
2.1,0.8685901714285715,2423.1455948170415
2.11,0.8633472761904762,2470.91688497978
2.12,0.8582556190476188,2535.768046584961
2.13,0.8503926857142857,2611.940722099961
2.14,0.842650895238095,2769.4657240183624
2.15,0.8362271619047619,2775.7431092843426
2.16,0.8265476190476192,3026.6737451825884
2.17,0.818089142857143,3063.279274565214
2.18,0.8087515047619049,3132.6988788020167
2.19,0.8018376761904765,3223.9278528089794
2.2,0.7840857142857146,3496.5806803620967
2.21,0.7693953142857141,3792.4712764938035
2.22,0.7613148190476191,3680.1633673828246
2.23,0.7413555428571429,3910.0232474488494
2.24,0.6862266285714284,4331.089499210392
2.25,0.6795393904761903,4440.464365037065
2.26,0.6067019428571429,4690.766587233291
2.27,0.5914528761904762,4776.933298068817
2.2800000000000002,0.5199437714285716,4845.978771196966
2.29,0.46173279999999994,4956.804094215549
2.3,0.40091428571428567,4847.030292267551
2.31,0.3387425142857142,4395.99189463326
2.32,0.330159619047619,4340.813252080862
2.33,0.22607184761904764,3998.792200261553
2.34,0.18039893333333334,3755.9151914119093
2.35,0.1551235047619048,3633.795288779652
2.36,0.14435577142857145,3347.7574985294586
2.37,0.1214977523809524,3235.489350455108
2.38,0.11547241904761904,3127.828488571846
2.39,0.08463874285714287,2859.4337395387292
2.4,0.07999748571428571,2863.508563756639
2.41,0.05437649523809526,2728.4386352393053
2.42,0.0668866285714286,2752.1131101505794
2.43,0.06196586666666665,2598.084591892579
2.44,0.0451048380952381,2526.513888995527
2.45,0.04256811428571428,2398.142555014771
2.46,0.03462533333333333,2362.319227972759
2.47,0.034250476190476206,2283.3842158807183
2.48,0.03376266666666668,2279.185536147824
2.49,0.028793257142857152,2165.1316702265017
2.5,0.027162400000000007,2147.357836190451
